index,series_name,network,season,title,imdb,engagement,date_aired,run_time,format,monster_name,monster_subtype,monster_species,monster_real,monster_amount,caught_fred,caught_daphnie,caught_velma,caught_shaggy,caught_scooby,captured_fred,captured_daphnie,captured_velma,captured_shaggy,captured_scooby,unmask_fred,unmask_daphnie,unmask_velma,unmask_shaggy,unmask_scooby,snack_fred,snack_daphnie,snack_velma,snack_shaggy,snack_scooby,unmask_other,caught_other,caught_not,trap_work_first,setting_terrain,setting_country_state,suspects_amount,non_suspect,arrested,culprit_name,culprit_gender,culprit_amount,motive,if_it_wasnt_for,and_that,door_gag,number_of_snacks,split_up,another_mystery,set_a_trap,jeepers,jinkies,my_glasses,just_about_wrapped_up,zoinks,groovy,scooby_doo_where_are_you,rooby_rooby_roo,batman,scooby_dum,scrappy_doo,hex_girls,blue_falcon,fred_va,daphnie_va,velma_va,shaggy_va,scooby_va,monster_gender,monster_gender2,monster_gender3,monster_gender4,monster_gender5,monster_gender6,monster_gender7,monster_gender8,monster_gender9,monster_gender10,monster_gender11,monster_gender12,monster_gender13,monster_gender14,monster_gender15,monster_gender16,monster_gender17,monster_gender18,monster_gender19,monster_type,monster_type2,monster_type3,monster_type4,monster_type5,monster_type6,monster_type7,monster_type8,monster_type9,monster_type10,monster_type11,monster_type12,monster_type13,monster_type14,monster_type15,monster_type16,monster_type17,monster_type18,monster_type19
1,"Scooby Doo, Where Are You!",CBS,1,What a Night for a Knight,8.1,556.0,13/09/1969,21,TV Series,Black Knight,Suit,Object,False,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,,Urban,United States,2,False,True,Mr. Wickles,Male,1,Theft,,,False,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,False,False,False,False,False,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick,Male,,,,,,,,,,,,,,,,,,,Possessed Object,,,,,,,,,,,,,,,,,,
2,"Scooby Doo, Where Are You!",CBS,1,A Clue for Scooby Doo,8.1,479.0,20/09/1969,22,TV Series,Ghost of Cptn. Cuttler,Suit,Human,False,1,False,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Coast,United States,2,True,True,Cptn. Cuttler,Male,1,Theft,,,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,False,False,False,False,False,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick,Male,,,,,,,,,,,,,,,,,,,Ghost,,,,,,,,,,,,,,,,,,
3,"Scooby Doo, Where Are You!",CBS,1,Hassle in the Castle,8.0,455.0,27/09/1969,21,TV Series,Phantom,Phantom,Human,False,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Island,United States,0,True,True,Bluestone the Great,Male,1,Treasure,,,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,False,False,False,False,False,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick,Male,,,,,,,,,,,,,,,,,,,Ghost,,,,,,,,,,,,,,,,,,
4,"Scooby Doo, Where Are You!",CBS,1,Mine Your Own Business,7.8,426.0,04/10/1969,21,TV Series,Miner 49'er,Miner,Human,False,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,Cave,California,2,False,True,Hank,Male,1,Natural Resource,,,False,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick,Male,,,,,,,,,,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,
5,"Scooby Doo, Where Are You!",CBS,1,Decoy for a Dognapper,7.5,391.0,11/10/1969,21,TV Series,Indian Witch Doctor,Witch Doctor,Human,False,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,,Desert,United States,1,False,True,Buck Master,Male,1,Competition,,,False,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False,False,False,False,False,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick,Female,,,,,,,,,,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,
6,"Scooby Doo, Where Are You!",CBS,1,What the Hex Going On?,8.4,384.0,18/10/1969,21,TV Series,Ghost of Elias Kingston,Phantom,Human,False,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,Urban,United States,2,False,True,Uncle Stuart,Male,1,Extortion,,,False,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,False,False,False,False,False,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick,Male,,,,,,,,,,,,,,,,,,,Ghost,,,,,,,,,,,,,,,,,,
7,"Scooby Doo, Where Are You!",CBS,1,Never Ape an Ape Man,7.6,358.0,25/10/1969,21,TV Series,Ape Man,Half-Human,Ape,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,Desert,United States,1,False,True,Carl,Male,1,Competition,,,False,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,False,False,False,False,False,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick,Male,,,,,,,,,,,,,,,,,,,Animal,,,,,,,,,,,,,,,,,,
8,"Scooby Doo, Where Are You!",CBS,1,Foul Play in Funland,8.2,358.0,01/11/1969,21,TV Series,Charlie the Robot,Humanoid,Robot,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Urban,United States,2,False,False,Sarah Jenkins,Female,1,Safety,,,True,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,False,False,False,False,False,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick,Male,,,,,,,,,,,,,,,,,,,Mechanical,,,,,,,,,,,,,,,,,,
9,"Scooby Doo, Where Are You!",CBS,1,The Backstage Rage,8.1,371.0,08/11/1969,21,TV Series,Puppet Master,Pupeteer,Human,False,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,Urban,United States,1,False,True,Mr. Pietro,Male,1,Counterfeit,,,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick,Male,,,,,,,,,,,,,,,,,,,Ghost,,,,,,,,,,,,,,,,,,
10,"Scooby Doo, Where Are You!",CBS,1,Bedlam in the Big Top,8.0,346.0,15/11/1969,21,TV Series,Ghost Clown,Clown,Human,False,1,False,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Forest,United States,1,True,True,Harry the Hypnotist,Male,1,Competition,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,False,False,False,False,False,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick,Male,,,,,,,,,,,,,,,,,,,Ghost,,,,,,,,,,,,,,,,,,
11,"Scooby Doo, Where Are You!",CBS,1,A Gaggle of Galloping Ghosts,8.5,379.0,22/11/1969,21,TV Series,"Werewolf,Dracula,Frankenstein's Monster","Werewolf,Vampire,Frankenstein's Monster","Human,Human,Human",False,3,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Forest,United States,1,False,True,Big Bob Oakly,Male,1,Treasure,these blasted kids,dog,False,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick,Male,Male,Male,,,,,,,,,,,,,,,,,Animal,Undead,Undead,,,,,,,,,,,,,,,,
12,"Scooby Doo, Where Are You!",CBS,1,"Scooby-Doo and a Mummy, Too",8.2,358.0,29/11/1969,21,TV Series,Mummy of Ankha,Mummy,Human,False,1,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,,Urban,United States,1,False,True,Dr. Najib,Male,1,Theft,,,False,1 box,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,3.0,False,False,False,False,False,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick,Male,,,,,,,,,,,,,,,,,,,Undead,,,,,,,,,,,,,,,,,,
13,"Scooby Doo, Where Are You!",CBS,1,Which Witch is Which,8.4,356.0,06/12/1969,21,TV Series,"Zombie,Witch","Zombie,Witch","Human,Human",False,2,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Swamp,United States,2,False,True,"Zeke,Zeb Perkins","Male,Male",2,Theft,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick,Male,Female,,,,,,,,,,,,,,,,,,Undead,Magician,,,,,,,,,,,,,,,,,
14,"Scooby Doo, Where Are You!",CBS,1,Go Away Ghost Ship,8.1,331.0,13/12/1969,22,TV Series,Ghost of Redbeard,Pirate,Human,False,1,False,False,False,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,,Ocean,United States,2,False,True,Mr. Magnus,Male,1,Theft,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,False,False,False,False,False,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick,Male,,,,,,,,,,,,,,,,,,,Ghost,,,,,,,,,,,,,,,,,,
15,"Scooby Doo, Where Are You!",CBS,1,Spooky Space Kook,8.4,372.0,20/12/1969,21,TV Series,Spooky Space Kook,Phantom,Alien,False,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,Rural,United States,1,True,True,Henry Bascombe,Male,1,Competition,,,False,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick,Male,,,,,,,,,,,,,,,,,,,Extraterrestrial,,,,,,,,,,,,,,,,,,
16,"Scooby Doo, Where Are You!",CBS,1,A Night of Fright Is No Delight,8.7,403.0,10/01/1970,21,TV Series,"Green Ghost,Green Ghost","Phantom,Phantom","Human,Human",False,2,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Island,United States,3,False,True,"Cosgood Creeps,Mr. Crawls","Male,Male",2,Inheritance,,,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick,Male,Male,,,,,,,,,,,,,,,,,,Ghost,Ghost,,,,,,,,,,,,,,,,,
17,"Scooby Doo, Where Are You!",CBS,1,That's Snow Ghost,8.0,328.0,17/01/1970,21,TV Series,Snow Ghost,Snow,Yeti,False,1,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Snow,United States,3,False,True,Mr. Greenway,Male,1,Theft,,,False,a couple,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick,Male,,,,,,,,,,,,,,,,,,,Ghost,,,,,,,,,,,,,,,,,,
18,"Scooby Doo, Where Are You!",CBS,2,Nowhere to Hyde,8.3,322.0,12/09/1970,21,TV Series,Ghost of Mr. Hyde,Split-Personality,Human,False,1,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,Forest,United States,2,False,True,Dr. Jekyll,Male,1,Theft,,,False,1 box,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick,Male,,,,,,,,,,,,,,,,,,,Ghost,,,,,,,,,,,,,,,,,,
19,"Scooby Doo, Where Are You!",CBS,2,Mystery Mask Mix-Up,7.8,312.0,19/09/1970,21,TV Series,"Ghost of Zen Tuo,Scare Pair,Scare Pair","Zombie,Zombie,Zombie","Human,Human,Human",False,3,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Urban,California,1,False,True,A. Fong,Male,1,Smuggling,,,False,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick,Male,Male,Male,,,,,,,,,,,,,,,,,Ghost,Ghost,Ghost,,,,,,,,,,,,,,,,
20,"Scooby Doo, Where Are You!",CBS,2,Scooby's Night with a Frozen Fright,7.7,301.0,26/09/1970,21,TV Series,Caveman,Caveman,Human,False,1,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,Urban,United States,2,False,True,Prof. Wayne,Male,1,Theft,those meddling kids,,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick,Male,,,,,,,,,,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,
21,"Scooby Doo, Where Are You!",CBS,2,"Jeepers, It's the Creeper",8.5,347.0,03/10/1970,21,TV Series,Creeper,Phantom,Human,False,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,Rural,United States,2,False,True,Mr. Carswell,Male,1,Theft,,,True,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick,Male,,,,,,,,,,,,,,,,,,,Ghost,,,,,,,,,,,,,,,,,,
22,"Scooby Doo, Where Are You!",CBS,2,Haunted House Hang-Up,8.4,303.0,10/10/1970,21,TV Series,Headless Specter,Headless,Human,False,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rural,United States,1,True,False,Penrod Stillwall,Male,1,Treasure,you snoopers,,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick,Male,,,,,,,,,,,,,,,,,,,Ghost,,,,,,,,,,,,,,,,,,
23,"Scooby Doo, Where Are You!",CBS,2,A Tiki Scare Is No Fair,7.9,292.0,17/10/1970,21,TV Series,"Witch Doctor,Mano Tiki Tia","Witch Doctor,Statue","Human,Object",False,2,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Jungle,Hawaii,1,False,True,John Simms,Male,1,Theft,,,False,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick,Female,Male,,,,,,,,,,,,,,,,,,Ancient,Possessed Object,,,,,,,,,,,,,,,,,
24,"Scooby Doo, Where Are You!",CBS,2,Who's Afraid of the Big Bad Werewolf?,8.2,292.0,24/10/1970,21,TV Series,Werewolf,Werewolf,Human,False,1,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rural,United States,0,True,True,Sheep Rustler,Male,1,Smuggling,,,False,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick,Male,,,,,,,,,,,,,,,,,,,Animal,,,,,,,,,,,,,,,,,,
25,"Scooby Doo, Where Are You!",CBS,2,Don't Fool with a Phantom,7.9,282.0,31/10/1970,21,TV Series,Wax Phantom,Statue,Human,False,1,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,Urban,United States,3,False,True,Mr. Rodger Stevens,Male,1,Theft,,,False,1 box,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick,Male,,,,,,,,,,,,,,,,,,,Ghost,,,,,,,,,,,,,,,,,,
26,The New Scooby-Doo Movies,CBS,1,The Ghastly Ghost Town,6.9,138.0,09/09/1972,43,TV Series,"Giant Bat,Geronimo,Gunslinger,Robot Gunslinger,Cactus","Bat,Indian,Cowboy,Humanoid,Cactus","Bat,Human,Human,Robot,Cactus",False,2,False,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,Desert,United States,2,False,True,"Rhino,Amos Crunch","Male,Male",2,Natural Resource,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick,Male,Male,Male,Male,,,,,,,,,,,,,,,,Animal,Ancient,Ancient,Mechanical,Plant,,,,,,,,,,,,,,
27,The New Scooby-Doo Movies,CBS,1,The Dynamic Scooby-Doo Affair,7.8,232.0,16/09/1972,41,TV Series,"Hooded Man,Skeletons","Hooded,Humaniod","Human,Human",False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,,Rural,United States,1,False,True,Mrs. Baker,Female,1,Counterfeit,that dumb dog,,False,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,3.0,True,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick,Male,Male,,,,,,,,,,,,,,,,,,Disguised,Other,,,,,,,,,,,,,,,,,
28,The New Scooby-Doo Movies,CBS,1,Wednesday Is Missing,7.9,119.0,23/09/1972,41,TV Series,The Vulture,Bird,Vulture,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,Forest,United States,2,False,False,House Keeping Couple,"Male,Female",2,Safety,,,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick,Female,,,,,,,,,,,,,,,,,,,Animal,,,,,,,,,,,,,,,,,,
29,The New Scooby-Doo Movies,CBS,1,The Frickert Fracas,7.9,116.0,30/09/1972,43,TV Series,Scarecrow,Scarecrow,Human,False,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,Rural,United States,4,False,True,Simon Shakey,Male,1,Treasure,,,True,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick,Male,,,,,,,,,,,,,,,,,,,Possessed Object,,,,,,,,,,,,,,,,,,
30,The New Scooby-Doo Movies,CBS,1,Guess Who's Knott Coming to Dinner?,7.9,111.0,07/10/1972,43,TV Series,"Ghost of Captain Moody,Ghost of Captain Moody","Phantom,Phantom","Human,Human",False,2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Forest,United States,1,True,True,"Captain Moody's Nephews,Captain Moody's Nephews","Male,Male",2,Inheritance,,,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick,Male,Male,,,,,,,,,,,,,,,,,,Ghost,Ghost,,,,,,,,,,,,,,,,,
31,The New Scooby-Doo Movies,CBS,1,A Good Medium Is Rare,7.7,88.0,14/10/1972,41,TV Series,"The Gargoyle,Phantoms,Phantoms","Statue,Phantom,Phantom","Gargoyle,Human,Human",False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,Forest,United States,4,False,True,Alberto,Male,1,Theft,,,False,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick,Male,Male,Male,,,,,,,,,,,,,,,,,Possessed Object,Ghost,Ghost,,,,,,,,,,,,,,,,
32,The New Scooby-Doo Movies,CBS,1,Sandy Duncan's Jekyll and Hyde,7.8,90.0,21/10/1972,41,TV Series,"Ghost,Sheik,Mummy,Pirate,Dragon,Wolfman,Grizzly Bear,Indian,Mr. Hyde","Phantom,Sheik,Mummy,Pirate,Dragon,Humanoid,Bear,Indian,Split-Personality","Human,Human,Human,Human,Dragon,Human,Bear,Human,Human",False,9,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Urban,United States,4,True,False,Zalia Z. Fairchild,Male,1,Preservation,,,False,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick,Male,Male,Male,Male,Male,Male,Male,Male,Male,,,,,,,,,,,Ghost,Disguised,Undead,Disguised,Animal,Animal,Animal,Ancient,Disguised,,,,,,,,,,
33,The New Scooby-Doo Movies,CBS,1,The Secret of Shark Island,8.5,109.0,28/10/1972,41,TV Series,"Shark Men,Shark Men","Sea-Monster,Sea-Monster","Shark,Shark",False,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Island,United States,2,False,True,Milo Meekly,Male,1,Treasure,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick,Male,Male,,,,,,,,,,,,,,,,,,Animal,Animal,,,,,,,,,,,,,,,,,
34,The New Scooby-Doo Movies,CBS,1,The Spooky Fog of Juneberry,7.7,96.0,04/11/1972,43,TV Series,"Skeleton Man,Lady Ghost,3-Eyed Spook,Giant,Brontosaurus,Headless Horsemen of Sleepy Hollow,Skeleton Stage Driver","Skeleton,Phantom,Phantom,Phantom,Brontosaurus,Headless,Phantom","Human,Human,Human,Human,Dinosaur,Human,Human",False,7,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,,Desert,United States,2,False,True,Gene Haultrey,Male,1,Theft,you people,,False,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick,Male,Female,Male,Male,Male,Male,Male,,,,,,,,,,,,,Undead,Ghost,Ghost,Ghost,Ancient,Ghost,Ghost,,,,,,,,,,,,
35,The New Scooby-Doo Movies,CBS,1,The Ghost of Bigfoot,8.3,118.0,11/11/1972,43,TV Series,The Ghost of Bigfoot,Half-Human,Big Foot,False,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,Snow,Vermont,4,False,True,Jonathan Crabtree,Male,1,Theft,,,True,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick,Male,,,,,,,,,,,,,,,,,,,Ghost,,,,,,,,,,,,,,,,,,
36,The New Scooby-Doo Movies,CBS,1,The Ghost of the Red Baron,7.6,86.0,18/11/1972,43,TV Series,Ghost of the Red Baron,Pilot,Human,False,1,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Rural,United States,3,False,True,Mr. Siegfried,Male,1,Competition,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick,Male,,,,,,,,,,,,,,,,,,,Ghost,,,,,,,,,,,,,,,,,,
37,The New Scooby-Doo Movies,CBS,1,The Ghostly Creep from the Deep,7.4,90.0,25/11/1972,43,TV Series,"Ghost of Redbeard,Ghost of Redbeard's crew,Ghost of Redbeard's crew,Ghost of Redbeard's crew","Pirate,Pirate,Pirate,Pirate","Human,Human,Human,Human",False,4,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,,Swamp,United States,1,True,True,Oil Pirate,Male,1,Natural Resource,,,False,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick,Male,Male,Male,Male,,,,,,,,,,,,,,,,Ghost,Ghost,Ghost,Ghost,,,,,,,,,,,,,,,
38,The New Scooby-Doo Movies,CBS,1,The Haunted Horseman of Hagglethorn Hall,7.8,86.0,02/12/1972,41,TV Series,"Haunted Horseman,Moat Monster","Horseman,Amphibian","Human,Frog",False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Rural,United States,4,False,False,"Duke of Strathmore,Cyrus Wheedly","Male,Male",2,Competition,brats,,False,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick,Male,Male,,,,,,,,,,,,,,,,,,Ghost,Animal,,,,,,,,,,,,,,,,,
39,The New Scooby-Doo Movies,CBS,1,The Phantom of the Country Music Hall,7.6,81.0,09/12/1972,41,TV Series,"Possessed Viking Mannequin,Possessed Davy Crockett Mannequin","Viking,Soldier","Human,Human",False,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,Urban,Tennessee,2,False,True,"Bertha,Ben Bing","Female,Male",2,Theft,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick,Male,Male,,,,,,,,,,,,,,,,,,Possessed Object,Possessed Object,,,,,,,,,,,,,,,,,
40,The New Scooby-Doo Movies,CBS,1,The Caped Crusader Caper,7.2,183.0,16/12/1972,43,TV Series,"Dryad,Troll","Tree,Humanoid","Dryad,Troll",False,2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Forest,United States,2,False,True,"The Joker,The Penguin","Male,Male",2,Theft,,,False,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,True,False,False,False,False,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick,Male,Male,,,,,,,,,,,,,,,,,,Mythical,Mythical,,,,,,,,,,,,,,,,,
